index,EXPNUM,NITE,EXPTIME,BAND,OBJECT,T_EFF
330,669997,20170820,90.0,i,DES survey hex -33-481 tiling 8,1.132
331,672777,20170827,90.0,i,DES survey hex 212-34 tiling 9,1.133
332,682039,20170926,90.0,i,DES survey hex 36+16 tiling 8,1.133
333,680704,20170923,90.0,i,DES survey hex -370-613 tiling 8,1.136
334,677269,20170913,90.0,i,DES survey hex -360-633 tiling 7,1.138
335,680657,20170923,90.0,i,DES survey hex -460-450 tiling 8,1.138
336,680811,20170923,90.0,i,DES survey hex 73-592 tiling 8,1.139
337,689661,20171021,90.0,i,DES survey hex 6-410 tiling 9,1.139
338,689295,20171020,90.0,i,DES survey hex 149-197 tiling 8,1.14
339,682041,20170926,90.0,i,DES survey hex 52+26 tiling 8,1.14
340,678999,20170917,90.0,i,DES survey hex 339-55 tiling 8,1.142
341,672762,20170827,90.0,i,DES survey hex 180-55 tiling 8,1.142
342,681689,20170925,90.0,i,DES survey hex 100-643 tiling 9,1.143
343,689745,20171021,90.0,i,DES survey hex 355-85 tiling 8,1.143
344,672397,20170826,90.0,i,DES survey hex 244-14 tiling 8,1.143
345,680439,20170922,90.0,i,DES survey hex -462-430 tiling 7,1.144
346,689713,20171021,90.0,i,DES survey hex 52+26 tiling 9,1.145
347,682463,20170927,90.0,i,DES survey hex 26-420 tiling 8,1.145
348,680668,20170923,90.0,i,DES survey hex -590-562 tiling 9,1.146
349,680650,20170923,90.0,i,DES survey hex -549-430 tiling 9,1.146
350,681292,20170924,90.0,i,DES survey hex 276-55 tiling 7,1.147
351,680523,20170922,90.0,i,DES survey hex -36-410 tiling 8,1.147
352,680758,20170923,90.0,i,DES survey hex -98-562 tiling 8,1.147
353,672734,20170827,90.0,i,DES survey hex 164+37 tiling 8,1.148
354,672716,20170827,90.0,i,DES survey hex 20+26 tiling 7,1.148
355,668705,20170817,90.0,i,DES survey hex 209-501 tiling 6,1.148
356,686433,20171012,90.0,i,DES survey hex -355-420 tiling 8,1.149
357,681661,20170925,90.0,i,DES survey hex 285-197 tiling 8,1.15
358,671988,20170825,90.0,i,DES survey hex -186-430 tiling 8,1.15
359,680739,20170923,90.0,i,DES survey hex -302-572 tiling 8,1.15
360,691204,20171026,90.0,i,DES survey hex 23-552 tiling 9,1.15
361,672079,20170825,90.0,i,DES wide hex 476-461 tiling 10,1.15
362,689646,20171021,90.0,i,DES survey hex -203+6 tiling 9,1.152
363,681950,20170926,90.0,i,DES survey hex -411-4 tiling 7,1.153
364,670385,20170821,90.0,i,DES survey hex -149-623 tiling 8,1.155
365,678823,20170917,90.0,i,DES survey hex -316-613 tiling 8,1.156
366,681581,20170925,90.0,i,DES survey hex -98-562 tiling 9,1.156
367,691212,20171026,90.0,i,DES survey hex 34-623 tiling 9,1.159
368,688928,20171019,90.0,i,DES survey hex 100+16 tiling 9,1.159
369,691255,20171026,90.0,i,DES survey hex 206-481 tiling 8,1.16
370,669503,20170819,90.0,i,DES wide hex 356-491 tiling 9,1.16
371,681664,20170925,90.0,i,DES survey hex 299-197 tiling 8,1.164
372,668717,20170817,90.0,i,DES survey hex 254-481 tiling 6,1.165
373,681939,20170926,90.0,i,DES survey hex -427-14 tiling 7,1.168
374,681702,20170925,90.0,i,DES survey hex 58-308 tiling 8,1.168
375,689803,20171021,90.0,i,DES survey hex 200-440 tiling 8,1.169
376,678844,20170917,90.0,i,DES survey hex -243-572 tiling 8,1.169
377,678844,20170917,90.0,i,DES survey hex -243-572 tiling 8,1.169
378,682079,20170926,90.0,i,DES survey hex 52+6 tiling 8,1.17
379,689660,20171021,90.0,i,DES survey hex -13-400 tiling 9,1.171
380,670378,20170821,90.0,i,DES survey hex -254-633 tiling 7,1.171
381,668062,20170816,90.0,i,DES survey hex -50-450 tiling 8,1.171
382,692129,20171028,90.0,i,DES survey hex 599-136 tiling 8,1.173
383,672056,20170825,90.0,i,DES wide hex 408-450 tiling 10,1.173
384,672085,20170825,90.0,i,DES wide hex 494-390 tiling 10,1.174
385,682069,20170926,90.0,i,DES survey hex 116+26 tiling 9,1.175
386,680796,20170923,90.0,i,DES survey hex 66-633 tiling 8,1.175
387,681920,20170926,90.0,i,DES survey hex -530-501 tiling 9,1.177
388,687847,20171016,90.0,i,DES survey hex -266-542 tiling 9,1.177
389,672002,20170825,90.0,i,DES survey hex -88-491 tiling 8,1.177
390,691664,20171027,90.0,i,DES survey hex 264-318 tiling 8,1.178
391,668714,20170817,90.0,i,DES survey hex 236-511 tiling 6,1.18
392,672804,20170827,90.0,i,DES survey hex 228-4 tiling 9,1.183
393,687540,20171015,90.0,i,DES survey hex -407-491 tiling 9,1.183
394,687872,20171016,90.0,i,DES survey hex 49-562 tiling 8,1.184
395,681700,20170925,90.0,i,DES survey hex 60-288 tiling 8,1.184
396,689820,20171021,90.0,i,DES survey hex 307-491 tiling 8,1.184
397,681706,20170925,90.0,i,DES survey hex 78-278 tiling 9,1.185
398,682066,20170926,90.0,i,DES survey hex 116+6 tiling 9,1.185
399,680820,20170923,90.0,i,DES survey hex 79-552 tiling 8,1.185
400,680765,20170923,90.0,i,DES survey hex -87-603 tiling 8,1.186
401,692128,20171028,90.0,i,DES survey hex 584-146 tiling 8,1.186
402,677242,20170913,90.0,i,DES survey hex -504-572 tiling 7,1.188
403,686452,20171012,90.0,i,DES survey hex -313-410 tiling 8,1.188
404,686512,20171012,90.0,i,DES survey hex 135-532 tiling 8,1.189
405,672057,20170825,90.0,i,DES wide hex 409-430 tiling 10,1.191
406,678846,20170917,90.0,i,DES survey hex -214-582 tiling 8,1.191
407,678846,20170917,90.0,i,DES survey hex -214-582 tiling 8,1.191
408,677268,20170913,90.0,i,DES survey hex -355-623 tiling 7,1.193
